total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,cityCenters_nearest,days_exposition
19,7700000.0,85.0,2019-02-07T00:00:00,3,2.7,10.0,50.0,1,False,False,False,11.0,0.0,Санкт-Петербург,14719.0,50.0
8,5300000.0,60.0,2016-05-19T00:00:00,3,,9.0,,4,False,False,False,,0.0,Санкт-Петербург,17061.0,372.00000000000006
7,8715960.0,57.0,2017-06-29T00:00:00,1,,5.0,20.0,5,False,False,False,16.0,0.0,Санкт-Петербург,16465.0,119.0
5,1600000.0,46.0,2016-04-22T00:00:00,2,,5.0,,2,False,False,False,,1.0,Сясьстрой,,171.0
7,2900000.0,35.0,2015-02-04T00:00:00,1,2.7,17.0,16.1,17,False,False,False,8.3,2.0,Всеволожск,,586.0
4,3735325.0,37.4,2019-03-22T00:00:00,1,2.73,12.0,17.0,4,False,False,False,,0.0,посёлок Мурино,,21.0
13,9150000.0,98.3,2018-06-30T00:00:00,3,2.84,13.0,60.3,11,False,False,False,12.5,1.0,Ломоносов,52334.0,271.0
5,10880000.0,123.1,2015-11-12T00:00:00,6,3.2,5.0,89.0,2,False,False,False,11.0,0.0,Санкт-Петербург,3369.0,992.0
6,4700000.0,67.0,2017-04-29T00:00:00,3,2.7,9.0,43.4,1,False,False,False,8.8,2.0,Санкт-Петербург,14157.0,339.0
2,3999000.0,34.1,2016-11-11T00:00:00,1,2.7,25.0,14.47,12,False,False,False,10.4,0.0,Санкт-Петербург,15945.0,355.00000000000006
1,3600000.0,44.2,2018-01-12T00:00:00,2,2.5,9.0,27.0,3,False,False,False,6.3,2.0,Ломоносов,50351.0,24.000000000000004
8,1980000.0,30.6,2018-01-15T00:00:00,1,2.56,5.0,17.4,4,False,False,False,5.7,0.0,посёлок Понтонный,33078.0,217.0
16,5080000.0,31.3,2019-04-23T00:00:00,1,2.5,7.0,16.0,4,False,False,False,7.6,1.0,Санкт-Петербург,6692.0,
11,9000000.0,72.6,2018-09-08T00:00:00,2,2.9,5.0,43.2,4,False,False,False,11.4,0.0,Санкт-Петербург,1645.0,
10,2450000.0,42.5,2019-04-17T00:00:00,1,2.6,5.0,17.2,5,False,False,False,8.4,0.0,деревня Старая,,
14,4700000.0,45.0,2019-04-11T00:00:00,2,2.5,9.0,27.4,4,False,False,False,8.6,0.0,Санкт-Петербург,15070.0,
4,4300000.0,58.5,2016-06-15T00:00:00,2,,9.0,28.73,7,False,False,False,11.24,1.0,посёлок Шушары,30317.0,45.00000000000001
12,8000000.0,54.0,2019-03-26T00:00:00,2,2.77,18.0,31.0,10,False,False,False,11.0,0.0,Санкт-Петербург,13841.0,11.000000000000002
0,10018000.0,82.0,2015-01-29T00:00:00,3,,23.0,47.0,9,False,False,False,13.0,1.0,Санкт-Петербург,13255.0,543.0
11,8700000.0,111.4,2016-10-10T00:00:00,4,3.1,4.0,73.2,2,False,False,False,14.1,0.0,Санкт-Петербург,1218.0,791.0
5,4150000.0,50.41,2017-07-20T00:00:00,2,2.5,9.0,31.1,8,False,False,False,7.0,1.0,Санкт-Петербург,12168.0,274.0
17,3700000.0,67.0,2018-09-07T00:00:00,3,2.7,9.0,42.2,8,False,False,False,5.5,0.0,Всеволожск,,
14,6700000.0,65.6,2018-02-27T00:00:00,2,2.55,10.0,36.7,10,False,False,False,10.9,2.0,Санкт-Петербург,11992.0,31.0
19,6550000.0,79.0,2018-04-05T00:00:00,4,2.6,9.0,55.3,6,False,False,False,10.0,1.0,Санкт-Петербург,16010.0,122.0
11,4690000.0,35.0,2019-04-01T00:00:00,1,2.7,17.0,16.0,15,False,False,False,9.8,1.0,Санкт-Петербург,13151.0,
12,7700000.0,58.7,2017-12-12T00:00:00,1,,7.0,17.0,3,False,False,False,15.7,0.0,Санкт-Петербург,4670.0,136.0
8,3890000.0,37.0,2018-07-09T00:00:00,1,2.5,25.0,28.0,6,False,False,False,9.0,0.0,Санкт-Петербург,16166.0,28.0
10,3750000.0,43.0,2018-05-09T00:00:00,2,,4.0,28.0,1,False,False,False,6.0,0.0,Павловск,31929.0,277.0
7,5950000.0,59.6,2018-05-08T00:00:00,2,,25.0,31.48,17,False,False,False,13.29,0.0,Санкт-Петербург,10820.0,182.00000000000003
20,2350000.0,35.4,2017-12-12T00:00:00,1,2.6,5.0,18.2,1,False,False,False,9.8,0.0,деревня Лесколово,,
10,5650000.0,61.4,2016-03-09T00:00:00,2,,16.0,34.0,8,False,False,False,14.0,0.0,Всеволожск,,361.00000000000006
7,3350000.0,58.9,2017-04-05T00:00:00,2,2.6,5.0,31.5,3,False,False,False,12.9,1.0,Всеволожск,,113.0
17,7950000.0,86.4,2019-04-24T00:00:00,4,,3.0,52.7,1,False,False,False,12.7,0.0,Санкт-Петербург,2468.0,
13,2200000.0,47.0,2018-01-12T00:00:00,3,2.34,5.0,,1,False,False,False,,0.0,посёлок Новый Свет,,45.00000000000001
2,2530000.0,46.0,2017-11-25T00:00:00,1,2.77,4.0,19.3,3,False,False,False,11.0,0.0,Всеволожск,,42.0
11,7290000.0,74.3,2018-09-03T00:00:00,3,,24.0,41.9,3,False,False,False,16.5,0.0,Санкт-Петербург,10987.0,68.0
11,3250000.0,34.3,2018-04-03T00:00:00,1,,11.0,14.73,7,False,False,False,9.36,0.0,Санкт-Петербург,24137.0,92.0
15,4250000.0,56.9,2015-02-28T00:00:00,3,,9.0,38.8,8,False,False,False,6.2,2.0,Санкт-Петербург,12943.0,546.0
14,3900000.0,42.2,2018-03-08T00:00:00,1,,14.0,14.7,4,False,False,False,10.4,0.0,Санкт-Петербург,12102.0,166.0
17,19800000.0,118.0,2017-12-15T00:00:00,3,2.8,25.0,62.0,3,False,False,False,21.5,0.0,Санкт-Петербург,12348.0,
3,7820000.0,57.0,2019-04-18T00:00:00,2,,5.0,33.0,3,False,False,False,8.0,0.0,Санкт-Петербург,5700.0,
0,4000000.0,60.0,2019-03-12T00:00:00,2,3.4,3.0,37.8,1,False,False,False,9.0,0.0,Колпино,31456.0,45.00000000000001
14,3650000.0,35.8,2017-09-22T00:00:00,1,2.5,14.0,20.3,2,False,False,False,7.7,0.0,Санкт-Петербург,16030.0,48.00000000000001
4,2438033.0,28.1,2016-11-23T00:00:00,1,,,20.75,1,False,False,False,,0.0,Санкт-Петербург,17369.0,251.0
5,5420000.0,43.4,2019-04-16T00:00:00,1,,24.0,,2,False,False,False,12.4,2.0,Санкт-Петербург,11634.0,
16,22000000.0,119.0,2017-02-16T00:00:00,3,3.5,5.0,56.0,3,False,False,False,35.0,0.0,Санкт-Петербург,2004.0,77.0
6,4700000.0,42.0,2018-11-05T00:00:00,2,2.7,5.0,27.0,2,False,False,False,6.0,1.0,Санкт-Петербург,13619.0,116.0
7,7990000.0,55.0,2017-09-18T00:00:00,2,2.8,16.0,29.0,6,False,False,False,10.0,2.0,Санкт-Петербург,11838.0,127.0
19,7250000.0,57.0,2018-12-13T00:00:00,2,,6.0,29.0,5,False,False,False,10.0,0.0,Санкт-Петербург,12619.0,18.0
10,1800000.0,36.2,2017-06-07T00:00:00,1,2.5,4.0,20.0,1,False,False,False,9.0,1.0,Приозерск,,451.0
9,6850000.0,57.1,2016-02-04T00:00:00,2,,9.0,29.5,4,False,False,False,9.0,0.0,Санкт-Петербург,10315.0,356.00000000000006
6,6000000.0,46.4,2016-02-19T00:00:00,1,2.5,16.0,18.0,5,False,False,False,11.5,1.0,Санкт-Петербург,13344.0,120.0
20,4500000.0,52.5,2018-08-12T00:00:00,2,2.6,14.0,29.5,11,False,False,False,7.5,2.0,Санкт-Петербург,11753.0,9.0
7,650000.0,31.0,2017-01-20T00:00:00,1,,3.0,,1,False,False,False,,0.0,Сланцы,,378.00000000000006
7,4100000.0,31.0,2015-08-02T00:00:00,1,3.0,17.0,10.0,6,False,False,False,,0.0,Санкт-Петербург,8672.0,637.0
15,5000000.0,70.5,2018-01-23T00:00:00,3,2.65,9.0,44.9,9,False,False,False,10.5,1.0,Красное Село,29018.0,219.0
13,3200000.0,51.7,2019-01-22T00:00:00,2,2.65,16.0,29.2,5,False,False,False,7.7,4.0,Всеволожск,,21.0
9,2950000.0,34.0,2017-05-25T00:00:00,1,2.6,9.0,17.0,9,False,False,False,8.0,0.0,Сертолово,,564.0
15,5000000.0,43.0,2018-01-10T00:00:00,1,2.8,16.0,17.0,11,False,False,False,12.5,0.0,Санкт-Петербург,8672.0,103.0
17,3340000.0,37.0,2018-03-28T00:00:00,1,,5.0,19.0,4,False,False,False,10.0,0.0,Санкт-Петербург,25866.0,75.0
10,3350000.0,31.2,2017-06-30T00:00:00,1,2.5,9.0,15.6,9,False,False,False,8.2,0.0,Санкт-Петербург,16431.0,21.0
9,1850000.0,40.2,2017-03-18T00:00:00,1,2.7,3.0,19.0,2,False,False,False,9.0,2.0,Выборг,,147.0
0,5350000.0,65.6,2018-02-01T00:00:00,3,2.5,9.0,42.8,2,False,False,False,9.5,2.0,Санкт-Петербург,15566.0,85.0
16,3450000.0,58.0,2016-03-14T00:00:00,3,,9.0,38.5,1,False,False,False,6.1,2.0,Всеволожск,,473.0
3,2050000.0,53.1,2017-08-10T00:00:00,2,2.6,3.0,29.0,1,False,False,False,8.7,0.0,село Путилово,,448.0
6,900000.0,30.0,2017-11-21T00:00:00,1,2.5,5.0,15.0,4,False,False,False,5.0,1.0,Ивангород,,
8,17250000.0,102.4,2014-12-09T00:00:00,3,,8.0,53.2,3,False,False,False,19.3,1.0,Санкт-Петербург,11096.0,
1,4600000.0,83.69,2019-04-29T00:00:00,4,,17.0,40.59,7,False,False,False,21.4,0.0,Мурино,,
14,37500000.0,158.0,2019-01-24T00:00:00,4,,12.0,88.0,4,False,False,False,40.0,0.0,Санкт-Петербург,4593.0,
12,39900000.0,140.6,2016-11-19T00:00:00,2,3.5,8.0,39.8,7,False,False,False,49.2,4.0,Санкт-Петербург,6589.0,
8,2050000.0,53.0,2016-06-03T00:00:00,2,,5.0,29.0,4,False,False,False,9.0,0.0,Ивангород,,327.0
7,3150000.0,37.3,2016-08-16T00:00:00,1,2.8,17.0,15.2,14,False,False,False,10.3,0.0,деревня Новое Девяткино,,359.00000000000006
1,3930000.0,37.9,2016-04-19T00:00:00,1,,10.0,17.8,6,False,False,False,8.3,2.0,Санкт-Петербург,15280.0,104.0
2,14700000.0,120.0,2018-09-07T00:00:00,3,2.75,20.0,63.0,18,False,False,False,16.0,5.0,Санкт-Петербург,10430.0,61.0
7,650000.0,46.0,2018-03-15T00:00:00,2,2.5,5.0,30.0,5,False,False,False,7.0,0.0,Сланцы,,75.0
16,4200000.0,60.1,2017-09-11T00:00:00,3,2.65,9.0,43.0,1,False,False,False,7.0,2.0,Санкт-Петербург,14249.0,214.0
13,3700000.0,34.0,2019-03-18T00:00:00,1,2.6,10.0,18.0,8,False,False,False,8.0,1.0,Санкт-Петербург,13995.0,
20,1449900.0,43.8,2019-02-21T00:00:00,2,2.7,4.0,29.0,2,False,False,False,5.0,1.0,Волхов,,
1,3950000.0,52.03,2018-09-21T00:00:00,2,,18.0,25.41,18,False,False,False,11.52,0.0,посёлок Шушары,17763.0,93.0
11,4750000.0,57.2,2017-03-07T00:00:00,2,2.5,10.0,29.8,1,False,False,False,11.6,0.0,Санкт-Петербург,16267.0,542.0
9,4318000.0,37.55,2016-02-29T00:00:00,1,,14.0,15.2,10,False,False,False,8.9,2.0,Санкт-Петербург,23810.0,694.0000000000001
4,2000000.0,31.0,2015-06-24T00:00:00,1,2.75,9.0,15.0,9,False,False,False,10.0,2.0,посёлок Шушары,24272.0,443.0
5,23900000.0,108.4,2018-11-15T00:00:00,3,3.06,7.0,,6,False,False,False,,0.0,Санкт-Петербург,5026.0,96.0
5,4600000.0,65.0,2017-10-12T00:00:00,3,,15.0,44.0,11,False,False,False,11.0,2.0,Санкт-Петербург,14619.0,90.00000000000001
19,6000000.0,56.7,2019-03-11T00:00:00,2,3.2,5.0,34.1,5,False,False,False,9.6,0.0,Санкт-Петербург,9274.0,
19,18450000.0,134.0,2019-03-18T00:00:00,4,,18.0,78.0,17,False,False,False,30.0,0.0,Санкт-Петербург,11920.0,
15,4900000.0,63.0,2017-04-26T00:00:00,2,,9.0,34.4,5,False,False,False,,0.0,Санкт-Петербург,16747.0,22.000000000000004
3,3600000.0,45.2,2018-11-24T00:00:00,1,2.72,18.0,18.0,12,False,False,False,14.2,2.0,посёлок Мурино,,52.0
17,37000000.0,115.0,2018-11-15T00:00:00,2,,5.0,65.0,2,False,False,False,14.0,0.0,Санкт-Петербург,1995.0,158.0
7,2700000.0,62.4,2018-11-03T00:00:00,3,2.5,5.0,36.7,5,False,False,False,8.1,0.0,Шлиссельбург,,81.0
6,2650000.0,30.5,2018-02-06T00:00:00,1,2.6,4.0,17.2,2,False,False,False,5.0,1.0,Павловск,31670.0,37.0
7,3200000.0,31.4,2017-09-02T00:00:00,1,2.6,9.0,16.0,7,False,False,False,9.0,0.0,Санкт-Петербург,10458.0,132.0
8,2400000.0,54.0,2016-04-06T00:00:00,3,,5.0,36.0,5,False,False,False,5.0,0.0,Кингисепп,,179.00000000000003
10,3100000.0,31.1,2016-06-09T00:00:00,1,2.5,5.0,18.1,4,False,False,False,6.5,0.0,Сестрорецк,34821.0,520.0
5,3810000.0,41.68,2018-07-10T00:00:00,1,2.7,19.0,19.0,4,False,False,False,10.44,0.0,Санкт-Петербург,14635.0,67.0
11,3150000.0,33.0,2017-06-05T00:00:00,1,,6.0,18.0,4,False,False,False,7.0,0.0,Санкт-Петербург,17371.0,45.00000000000001
7,3900000.0,51.0,2018-02-22T00:00:00,2,2.54,9.0,30.5,9,False,False,False,7.0,1.0,Петергоф,34301.0,172.0
10,5900000.0,70.0,2017-01-24T00:00:00,3,2.51,5.0,47.4,1,False,False,False,8.0,0.0,Санкт-Петербург,4132.0,480.0
10,3400000.0,61.0,2016-03-11T00:00:00,2,2.5,9.0,32.0,6,False,False,False,14.4,2.0,Кировск,,334.0
2,900000.0,42.8,2017-06-14T00:00:00,2,,5.0,32.0,5,False,False,False,5.0,0.0,Сясьстрой,,247.0
20,3850000.0,37.0,2018-10-14T00:00:00,1,2.5,16.0,18.2,15,False,False,False,8.8,1.0,Санкт-Петербург,11491.0,3.0000000000000004
8,2300000.0,35.0,2018-03-14T00:00:00,1,2.7,15.0,17.0,3,False,False,False,9.0,2.0,Никольское,,198.0
4,1690000.0,28.0,2017-08-09T00:00:00,1,,5.0,17.0,1,False,False,False,6.0,0.0,Выборг,,14.0
7,5200000.0,56.8,2016-12-12T00:00:00,2,,12.0,,11,False,False,False,,0.0,Санкт-Петербург,14877.0,483.0
9,2650000.0,42.8,2017-04-25T00:00:00,2,,5.0,30.0,3,False,False,False,4.5,0.0,Гатчина,,49.0
12,5550000.0,68.0,2017-04-02T00:00:00,2,,8.0,37.0,3,False,False,False,13.0,0.0,Санкт-Петербург,16470.0,136.0
19,7200000.0,70.6,2018-06-21T00:00:00,3,2.6,9.0,48.0,6,False,False,False,8.0,0.0,Санкт-Петербург,11223.0,63.0
7,3700000.0,47.0,2018-09-12T00:00:00,2,,9.0,29.0,7,False,False,False,9.0,0.0,Колпино,31102.0,7.0
6,3500000.0,31.0,2016-04-05T00:00:00,1,2.55,5.0,17.5,1,False,False,False,5.4,0.0,Зеленогорск,53104.0,168.0
6,4400000.0,51.08,2016-11-08T00:00:00,2,,5.0,26.4,4,False,False,False,10.2,1.0,Петергоф,32539.0,254.0
2,2950000.0,32.0,2018-02-01T00:00:00,1,2.5,5.0,,1,False,False,False,,0.0,Санкт-Петербург,15133.0,43.0
12,6283000.0,70.8,2017-10-05T00:00:00,3,,5.0,50.9,5,False,False,False,8.2,0.0,Санкт-Петербург,4235.0,61.0
15,7900000.0,116.0,2018-08-23T00:00:00,3,2.5,9.0,61.8,9,False,False,False,16.3,2.0,Сосновый Бор,,72.0
20,5350000.0,65.0,2018-07-09T00:00:00,2,2.78,25.0,30.0,9,False,False,False,12.0,0.0,Санкт-Петербург,15142.0,52.0
35,5700000.0,83.9,2018-02-01T00:00:00,3,2.6,5.0,51.8,2,False,False,False,9.6,0.0,Красное Село,30670.0,47.00000000000001
8,4800000.0,58.0,2018-02-01T00:00:00,3,,5.0,42.0,1,False,False,False,6.0,0.0,Санкт-Петербург,9467.0,53.0
5,2500000.0,31.0,2018-01-05T00:00:00,1,2.5,5.0,18.0,2,False,False,False,5.5,0.0,посёлок Парголово,21294.0,102.0
20,12500000.0,86.0,2018-10-19T00:00:00,3,2.8,25.0,47.0,3,False,False,False,13.0,5.0,Санкт-Петербург,15686.0,
8,3190000.0,31.0,2018-08-07T00:00:00,1,2.65,9.0,18.0,4,False,False,False,6.5,0.0,Санкт-Петербург,16446.0,51.0
1,2450000.0,49.0,2016-03-09T00:00:00,3,,5.0,34.0,2,False,False,False,5.5,1.0,поселок Новый Свет,,189.00000000000003
6,5100000.0,48.6,2017-11-29T00:00:00,2,,3.0,32.5,3,False,False,False,8.0,0.0,Санкт-Петербург,8765.0,12.000000000000002
8,13900000.0,108.0,2018-09-29T00:00:00,4,,6.0,76.9,2,False,False,False,11.2,0.0,Санкт-Петербург,3876.0,156.0
11,5650000.0,46.3,2017-03-13T00:00:00,2,,6.0,28.8,2,False,False,False,9.0,0.0,Санкт-Петербург,3144.0,89.00000000000001
9,3050000.0,29.4,2018-02-27T00:00:00,1,,5.0,15.1,4,False,False,False,7.3,0.0,Санкт-Петербург,9857.0,225.0
12,9990000.0,67.0,2017-07-10T00:00:00,1,2.84,9.0,37.0,7,False,False,False,17.0,1.0,Санкт-Петербург,5129.0,50.0
19,4850000.0,59.7,2015-03-19T00:00:00,3,2.5,5.0,47.4,4,False,False,False,6.4,1.0,Санкт-Петербург,15599.0,974.0
2,12734000.0,97.0,2016-01-30T00:00:00,3,,10.0,51.2,7,False,False,False,18.4,0.0,Санкт-Петербург,5223.0,195.0
2,3700000.0,39.7,2017-07-11T00:00:00,1,2.55,4.0,21.0,1,False,False,False,7.4,0.0,Сестрорецк,33954.0,37.0
6,2000000.0,25.0,2017-02-07T00:00:00,1,,5.0,,5,False,False,False,,0.0,Выборг,,45.00000000000001
6,9591727.0,72.0,2017-06-29T00:00:00,2,2.8,10.0,34.0,9,False,False,False,17.0,0.0,Санкт-Петербург,5384.0,118.0
0,6090000.0,62.0,2015-09-06T00:00:00,2,,28.0,30.0,22,False,False,False,10.0,1.0,Санкт-Петербург,21683.0,323.0
4,4500000.0,42.1,2019-04-26T00:00:00,2,2.5,9.0,28.0,2,False,False,False,7.0,0.0,Санкт-Петербург,10773.0,
6,3900000.0,45.4,2017-09-22T00:00:00,2,,5.0,27.8,3,False,False,False,7.1,0.0,Санкт-Петербург,15543.0,121.0
3,3200000.0,32.0,2018-09-10T00:00:00,1,2.8,12.0,17.0,2,False,False,False,6.0,0.0,Санкт-Петербург,14561.0,9.0
11,4950000.0,45.8,2019-04-04T00:00:00,2,2.55,9.0,26.7,9,False,False,False,6.3,2.0,Санкт-Петербург,15101.0,
15,7500000.0,67.0,2017-04-18T00:00:00,2,,17.0,34.0,15,False,False,False,13.0,0.0,Санкт-Петербург,12441.0,15.0
16,7100000.0,50.0,2016-04-20T00:00:00,3,,5.0,31.5,1,False,False,False,5.0,0.0,Санкт-Петербург,2043.0,900.0
12,7500000.0,124.8,2018-04-25T00:00:00,2,,4.0,37.1,1,False,False,False,14.1,0.0,Сестрорецк,35263.0,
1,3300000.0,32.9,2018-11-01T00:00:00,1,,12.0,17.9,7,False,False,False,6.2,0.0,Санкт-Петербург,16122.0,7.0
10,5800000.0,57.0,2017-08-30T00:00:00,2,2.76,18.0,29.0,3,False,False,False,13.0,0.0,деревня Кудрово,,122.0
10,6000000.0,58.0,2016-05-14T00:00:00,2,3.0,5.0,36.6,2,False,False,False,7.9,0.0,Санкт-Петербург,9974.0,445.0
1,21800000.0,163.4,2017-12-10T00:00:00,5,3.5,5.0,119.5,2,False,False,False,10.0,0.0,Санкт-Петербург,5493.0,106.0
10,7700000.0,79.0,2019-03-11T00:00:00,3,2.9,12.0,47.0,11,False,False,False,15.0,5.0,Санкт-Петербург,14116.0,
19,5500000.0,55.0,2018-03-06T00:00:00,2,2.7,9.0,31.2,4,False,False,False,8.5,2.0,Санкт-Петербург,12622.0,7.0
13,3990000.0,40.0,2018-09-03T00:00:00,1,2.6,19.0,18.0,15,False,False,False,11.3,1.0,посёлок Шушары,17411.0,81.0
0,3980000.0,46.2,2016-01-14T00:00:00,2,2.5,5.0,28.7,3,False,False,False,6.4,1.0,Санкт-Петербург,8669.0,550.0
13,3200000.0,32.2,2017-06-15T00:00:00,1,2.65,9.0,19.0,5,False,False,False,6.5,2.0,Санкт-Петербург,14856.0,45.00000000000001
0,2950000.0,30.0,2017-11-21T00:00:00,1,2.5,9.0,16.0,5,False,False,False,7.0,0.0,Санкт-Петербург,11734.0,168.0
15,9900000.0,85.0,2019-05-01T00:00:00,3,2.78,25.0,49.0,14,False,False,False,13.0,2.0,Санкт-Петербург,8913.0,
20,4400000.0,58.5,2017-12-08T00:00:00,2,,24.0,29.1,8,False,False,False,7.7,0.0,Колпино,34341.0,490.0
18,6200000.0,46.9,2018-07-30T00:00:00,2,3.0,5.0,28.3,5,False,False,False,7.9,1.0,Санкт-Петербург,6337.0,183.00000000000003
11,3300000.0,33.0,2017-12-26T00:00:00,1,2.5,15.0,18.6,1,False,False,False,6.3,2.0,Санкт-Петербург,16472.0,17.0
5,2100000.0,48.2,2016-08-18T00:00:00,3,2.5,5.0,33.6,5,False,False,False,5.5,1.0,деревня Оржицы,,635.0
9,4400000.0,72.0,2018-08-31T00:00:00,2,2.7,10.0,42.0,3,False,False,False,12.0,0.0,деревня Кальтино,,98.0
7,3500000.0,34.4,2018-03-12T00:00:00,1,2.55,16.0,18.6,5,False,False,False,7.1,0.0,Санкт-Петербург,14515.0,143.0
4,2320000.0,25.0,2017-09-27T00:00:00,0,,14.0,17.0,1,False,False,True,,0.0,деревня Кудрово,,45.00000000000001
10,4150000.0,52.5,2019-03-25T00:00:00,2,,16.0,30.0,13,False,False,False,10.0,0.0,деревня Новое Девяткино,,5.0
16,8350000.0,87.1,2019-02-20T00:00:00,3,3.1,5.0,66.9,2,False,False,False,9.5,0.0,Санкт-Петербург,4855.0,
3,5496074.0,48.6,2016-04-25T00:00:00,1,,11.0,13.0,3,False,False,False,15.0,2.0,Санкт-Петербург,5299.0,60.0
4,5990000.0,43.5,2015-05-08T00:00:00,1,3.0,5.0,25.0,4,False,False,False,9.4,0.0,Санкт-Петербург,10278.0,1292.0
20,7030000.0,42.6,2017-11-20T00:00:00,2,2.7,11.0,29.0,2,False,False,False,10.0,0.0,Санкт-Петербург,15595.0,
17,3600000.0,55.2,2018-07-12T00:00:00,2,25.0,5.0,32.0,2,False,False,False,,2.0,Гатчина,,259.0
19,6500000.0,69.7,2018-10-05T00:00:00,3,2.5,9.0,42.0,4,False,False,False,7.9,0.0,Санкт-Петербург,15039.0,13.0
4,8560000.0,65.7,2017-11-10T00:00:00,2,2.76,11.0,30.9,6,False,False,False,13.1,1.0,Санкт-Петербург,5045.0,11.000000000000002
9,4600000.0,50.0,2019-02-28T00:00:00,2,,9.0,32.0,7,False,False,False,6.0,0.0,Санкт-Петербург,15537.0,14.0
13,7000000.0,83.1,2018-08-07T00:00:00,4,3.05,6.0,56.5,4,False,False,False,8.9,0.0,Санкт-Петербург,4873.0,
6,4990000.0,57.84,2018-08-22T00:00:00,2,2.65,27.0,,13,False,False,False,10.19,2.0,посёлок Мурино,,60.0
19,7400000.0,69.2,2019-03-17T00:00:00,3,,12.0,43.78,12,False,False,False,7.06,0.0,Санкт-Петербург,14258.0,34.0
9,4700000.0,61.0,2019-03-19T00:00:00,2,2.65,10.0,35.0,4,False,False,False,10.5,2.0,посёлок Парголово,21502.0,
10,7100000.0,101.0,2019-04-08T00:00:00,4,2.6,8.0,,7,False,False,False,16.5,2.0,Красное Село,30300.0,
19,2350000.0,32.0,2018-09-06T00:00:00,1,2.65,9.0,18.0,2,False,False,False,6.0,0.0,Сертолово,,41.0
16,3900000.0,58.2,2017-01-23T00:00:00,2,2.58,13.0,34.4,1,False,False,False,10.6,0.0,посёлок Парголово,24096.0,32.0
10,3400000.0,29.9,2017-12-21T00:00:00,1,2.5,5.0,15.4,5,False,False,False,7.2,0.0,Санкт-Петербург,13846.0,103.0
13,3450000.0,40.0,2017-10-17T00:00:00,1,2.6,5.0,17.7,5,False,False,False,11.2,0.0,посёлок Шушары,31151.0,508.0
19,12500000.0,85.0,2018-09-21T00:00:00,3,3.7,6.0,56.5,6,False,False,False,22.0,0.0,Санкт-Петербург,5777.0,4.0
