children,dob_years,education,family_status,gender,income_type,debt,total_income,purpose,purpose_lemm
0,35,Начальное,Гражданский брак,M,Сотрудник,1,123814.07946812904,заняться образованием,Образование
0,57,Среднее,Не женат / не замужем,F,Пенсионер,0,90523.5355423185,заняться высшим образованием,Образование
2,25,Среднее,Гражданский брак,M,Компаньон,0,330328.4946763029,сыграть свадьбу,Свадьба
0,44,Среднее,Женат / замужем,F,Сотрудник,0,47871.33938374737,покупка коммерческой недвижимости,Недвижимость
0,64,Среднее,Женат / замужем,F,Сотрудник,0,160814.51199711685,ремонт жилью,Недвижимость
1,46,Среднее,Гражданский брак,M,Сотрудник,0,122263.2084960992,сыграть свадьбу,Свадьба
1,23,Среднее,Гражданский брак,F,Сотрудник,1,,автомобиль,Автомобиль
0,44,Среднее,Гражданский брак,F,Сотрудник,0,,операции со своей недвижимостью,Недвижимость
0,66,Среднее,Женат / замужем,F,Пенсионер,0,,операции с жильем,Недвижимость
1,44,Среднее,Женат / замужем,M,Компаньон,0,207375.3648413696,ремонт жилью,Недвижимость
2,33,Среднее,Женат / замужем,M,Сотрудник,0,231068.86427388425,покупка жилья,Недвижимость
0,56,Среднее,Вдовец / вдова,F,Пенсионер,0,162416.13776348683,на покупку своего автомобиля,Автомобиль
0,63,Высшее,Женат / замужем,F,Сотрудник,0,103078.01739352528,автомобили,Автомобиль
0,50,Среднее,Женат / замужем,M,Компаньон,1,81863.1143896799,заняться высшим образованием,Образование
0,45,Среднее,Женат / замужем,F,Сотрудник,0,104614.11552672985,на покупку подержанного автомобиля,Автомобиль
0,47,Среднее,Женат / замужем,M,Сотрудник,1,143042.6143061349,покупка своего жилья,Недвижимость
0,28,Среднее,Женат / замужем,F,Сотрудник,0,86117.27068691894,строительство собственной недвижимости,Недвижимость
